author_id,created_at,public_metrics,text,id
1041202867594358785,2021-11-30T07:14:35.000Z,"{'retweet_count': 58, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @KoreanUpdates: Agency confirms that #KoKyungPyo is tested positive for COVID-19 earlier today. He has been vaccinated in Aug &amp; Oct. 

R…",1465580000443207694
21118184,2021-11-30T07:14:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@shesgonestella @FernBrady I'd leave the country but obvs Covid causes a problem there,1465580000271388678
104075684,2021-11-30T07:14:35.000Z,"{'retweet_count': 1368, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RT @mrmarkdolan: Well done everyone. They don’t care uNleSs iTs cOviD… 🦠🦠 https://t.co/z1LwWNeqWX,1465580000074248194
1197757502307360768,2021-11-30T07:14:35.000Z,"{'retweet_count': 484, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RT @karynmaughan: Smallpox - killed every 4th person infected before the WHO's global vaccination program. It was eradicated in 10 years.…,1465579999960911876
226098607,2021-11-30T07:14:35.000Z,"{'retweet_count': 1045, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @Korseries: ต้นสังกัดแจ้งข่าว โกคยองพโย ติดโควิด-19 - กองถ่ายภาพยนตร์ใหม่ Seoul Vibe หยุดพักการถ่ายทำชั่วคราว

ขอให้โกคยองพโยหายไว ๆ และ…",1465579999860121600
1183157737376534528,2021-11-30T07:14:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",one Christmas decoration I love at the WH was that huge mantle garland that was behind Biden today when he gave his short Covid speech.  That is very pretty.,1465579999721709571
300601959,2021-11-30T07:14:35.000Z,"{'retweet_count': 91, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @USMortality: Strongest risk factors for COVID-19 death:
1) obesity (aRR: 1.3)
2) anxiety and fear-related disorders (aRR: 1.28)
3) diab…",1465579998924914694
1307738190552457217,2021-11-30T07:14:35.000Z,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @mecaimh: Meslektaşımız Hemşire Gülcan Aslan ı covid'den görev şehidi verdik.
Allah rahmet eylesin. https://t.co/SRKlce27xu",1465579998430076935
822578384685461506,2021-11-30T07:14:35.000Z,"{'retweet_count': 179, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RT @JarrodJf: BREAKING: U.S. Federal Judge Halts Biden's COVID-19 Jab Mandate For Healthcare Workers in 10 States https://t.co/Rmf9pmOIFl,1465579998002102281
1162666071318507520,2021-11-30T07:14:35.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","No case of Omicron variant found in Oman
@OmaniMOH 

https://t.co/g2ql1wwnYy",1465579997628878849
724532231394463744,2021-11-30T07:14:35.000Z,"{'retweet_count': 12, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RT @mygovindia: If you are planning to travel by air then here are the guidelines issued by Govt. of India. Follow these &amp; stay safe! #Indi…,1465579997482020867
2250661290,2021-11-30T07:14:35.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @glz11ZB4lJiKmOO: Глава Федерального медико-биологического агентства (ФМБА) России Вероника Скворцова заявила, что препарат против COVID…",1465579997457002497
2950729953,2021-11-30T07:14:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Nuevos lineamientos para prevenir el contagio de la Covid-19 en el transporte aéreo https://t.co/PpC7RNOA4a,1465579996064460804
12341182,2021-11-30T07:14:34.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RT @victorlaszlo_us: @balajis You called Covid before most - what’s your prognosis for America? Collapse?,1465579996026523648
1423660637855502338,2021-11-30T07:14:34.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @cellblock3138: Serious question, the PCR test cannot differentiate between flu and covid so how the hell can it distinguish between del…",1465579995628072966
21664279,2021-11-30T07:14:34.000Z,"{'retweet_count': 9955, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RT @RobertKennedyJr: 49-year-old Texas man who recovered from COVID—but was required to be fully vaccinated against virus before being appr…,1465579995590496256
593565083,2021-11-30T07:14:34.000Z,"{'retweet_count': 190, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @soompi: #GoKyungPyo Tests Positive For COVID-19
https://t.co/Vz3eG0JpBg https://t.co/oFLVkpLwSw",1465579995569565701
15427690,2021-11-30T07:14:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Vikings place cornerback Patrick Peterson on COVID-19 reserve list https://t.co/uuwyo69FLT,1465579994403459076
1345772295567134720,2021-11-30T07:14:34.000Z,"{'retweet_count': 1334, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @Poulin2012: J’espère que le délire omicron sonnera le réveil général de la folie covid. 

C’est n’importe quoi.",1465579994176970752
2765707316,2021-11-30T07:14:34.000Z,"{'retweet_count': 0, 'reply_count': 1, 'like_count': 0, 'quote_count': 0}","Ya betul banyak negara sedang merangkak memulihkan ekonomi mereka setelah dihentam teruk oleh wabak Covid-19 daripada awal tahun lepas hingga ke hari ini. 
.",1465579994168496132
1266776870336544769,2021-11-30T07:14:34.000Z,"{'retweet_count': 2975, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @FannyRuwet: Le covid          Les gens toxiques
                🤝
Revenir dans ta vie tous les 6 mois
       en disant ""J'ai changé"".",1465579993988321286
1169500537013833730,2021-11-30T07:14:34.000Z,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @ndtv: Three #Covid clusters in the last one week in #Telangana, 100 test #Covid positive in 3 educational institutions.
 
NDTV's Uma Su…",1465579993854091267
1384674729366376448,2021-11-30T07:14:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","The excellent performance of Acon Flowflex product is ready to cope with the severe changes of the epidemic. Our widely used Flowflex SARS-CoV-2 Antigen Rapid Test continue to detect infection, including infection with Omicron.#COVID-19 #Omicron #rapidtest https://t.co/dzt943Jq7J",1465579993606483974
4917469641,2021-11-30T07:14:34.000Z,"{'retweet_count': 255, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @JoshuaPotash: This could help a whole lot of people, but apparently only 1 in 10 eligible folks have accessed it. Link here: https://t.…",1465579993539518470
1266931379792576512,2021-11-30T07:14:34.000Z,"{'retweet_count': 329, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RT @briantylercohen: The only people opposing every effort to contain COVID in the US are celebrating the fact that COVID isn’t contained i…,1465579993249943554
1409235015213400080,2021-11-30T07:14:34.000Z,"{'retweet_count': 88, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @ProKlausSchwab: Here is Jason Kenney, (premier of Alberta back in Dec 2020) saying he like all leaders was sent Klaus Schwab’s book “Th…",1465579993141026819
1328978233249902594,2021-11-30T07:14:34.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@preglias @szampa56
@piersileri @claudiafusani
@myrtamerlino @Tommasolabate
@pbersani @lauraboldrini @corradoformigli
@NFratoianni @PaoneCecchi
@LiciaRonzulli @MatteoBassetti1
@GP_ArieteRosso @Maumol @CorradinoMineo @tagadala7

https://t.co/mGl4J310AO",1465579993132670979
2179182532,2021-11-30T07:14:34.000Z,"{'retweet_count': 9, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @piersmorgan: This is the key question: if the Covid vaccines work on Omicron, we can relax. 
If they don’t, we have a massive problem.…",1465579992620974081
297904272,2021-11-30T07:14:34.000Z,"{'retweet_count': 187, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @japantimes: BREAKING: Japan confirms first case of new COVID-19 omicron variant, Kyodo reports https://t.co/ksPHIwNqqM",1465579992570421249
1061482798110797824,2021-11-30T07:14:33.000Z,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RT @DrDayaSharma: “Professor Raina MacIntyre has been named a member of the World Health Organization’s Technical Advisory Group on COVID-1…,1465579992042000385
1248268321251876866,2021-11-30T07:14:33.000Z,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RT @Jo521969: Oh dear https://t.co/SvJVYLZ7er,1465579991962468353
136907894,2021-11-30T07:14:33.000Z,"{'retweet_count': 187, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @japantimes: BREAKING: Japan confirms first case of new COVID-19 omicron variant, Kyodo reports https://t.co/ksPHIwNqqM",1465579991752531975
938447786684633093,2021-11-30T07:14:33.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @VillabonaUdala: Covid-19aren inzidentzia-tasak gora egin du eta gaur ehun milatik 608,4an gaude. Azken astean 17 kasu positibo izan dir…",1465579990679011337
1398818630159065089,2021-11-30T07:14:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Bloomberg COVID-19 Resilience Ranking Cont'd. (Last part)

Once MVP candiduate but now out due to plunge / America

#US : 1  ~ 37
#Chile : 7  ~ 39

- End of file -

""Past performance is no guarantee of future success -- or failure"" https://t.co/SMxaBZq9b5",1465579990561398785
1421875768800387076,2021-11-30T07:14:33.000Z,"{'retweet_count': 27, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RT @ikarosairline: 月刊エアライン最新号（2020年7月号）は本日発売。特集は「旅客機読本」。構造とシステム、運用と性能、歴史と進化、ライフサイクル…4部構成の読本特集で旅客機を広く深く知ろう。COVID-19感染拡大で大打撃を受ける航空業界の最新状況も14ペ…,1465579990473674752
1062278949693243393,2021-11-30T07:14:33.000Z,"{'retweet_count': 781, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RT @CleoPattres: Je rappelle que j'ai perdu mon boulot au SAMU parce que je ne me suis pas vaccinée contre une maladie dont la mortalité es…,1465579990108487682
49250418,2021-11-30T07:14:33.000Z,"{'retweet_count': 23, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @nickmmark: Red states are paying unemployment benefits to people who quit or are laid off after refusing vaccination.

The GOP had prev…",1465579989760360448
48704881,2021-11-30T07:14:33.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Zoveel sterfte nu in verpleeghuizen omdat Nederland te laat is begonnen met de derde prik. Gaan we dat ook zien met kinderen 5+, als blijkt dat langetermijnschade door COVID bij hen voorkomen had kunnen worden door eerder te starten? EMA heeft het vorige week goedgekeurd.",1465579989622038531
1119313725784150017,2021-11-30T07:14:33.000Z,"{'retweet_count': 7, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @TessaMakesLove: The Forbes headline was changed from ""Yes, The Vaccine Changes Your DNA. A Tiny Bit. That's a Good Thing"" to ""Covid Vac…",1465579989407916032
1101610159439261699,2021-11-30T07:14:33.000Z,"{'retweet_count': 57, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @Squarerootza: Creative Solutions For Business Needs 📂

▫️Web Design R1750
▫️E-commerce online stores R6500
▫️Web hosting R80pm
▫️SEO

📲…",1465579989257052165
608271932,2021-11-30T07:14:33.000Z,"{'retweet_count': 439, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @afowler06: I’m sorry to anyone who’s lost family due to covid but I believe enough is enough,theirs always gonna be new variants every…",1465579988686671874
21533462,2021-11-30T07:14:33.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @nevermindwhatis: @GreeGreece @AnnastaciaMP In SA we are covid free, most ever had was 33 &amp; most cases already quarantined travellers...…",1465579988682375170
119449012,2021-11-30T07:14:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@aragon_jb #Omicron dangereux pour certains, pas dangereux pour d'autres mais très contagieux sans dangerosité... Voilà voilà démerdez vous... #covid",1465579987239673858
1255120440659529728,2021-11-30T07:14:32.000Z,"{'retweet_count': 455, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @piersmorgan: Memo to all the usual suspects shrieking, ‘Nope, done with Covid now, not interested, move along!’ - the virus isn’t done…",1465579986992119810
4700419050,2021-11-30T07:14:32.000Z,"{'retweet_count': 21, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @Reuters: Omicron COVID-19 variant poses risks to global growth, inflation -rating agencies https://t.co/i7wclcsZ0g https://t.co/21F55w2…",1465579986572611586
756823283769769984,2021-11-30T07:14:32.000Z,"{'retweet_count': 158, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @nursekelsey: COVID cases ⬆️⬆️⬆️
COVID hospitalizations⬆️⬆️⬆️
COVID deaths⬆️⬆️⬆️

Available nurses ⬇️⬇️⬇️
Available hospital beds ⬇️⬇️⬇️…",1465579986203590657
571107562,2021-11-30T07:14:32.000Z,"{'retweet_count': 1097, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RT @YvesPDB: Il semblerait que lorsque vous attrapez le #Covid_19 votre immunité naturelle dure plusieurs années mais par contre si vous vo…,1465579986140733441
4258125075,2021-11-30T07:14:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Het woordje Safe had er niet tussen gemogen, dixit MVR. Inderdaad MVR, dat hele CST is een Covid Ticket geworden. Het werkt niet, dus AFVOEREN en snel! Gedaan met de QR-maatschappij, wat een opluchting! https://t.co/qdskTOQQqd",1465579986102980612
1415025084331331586,2021-11-30T07:14:32.000Z,"{'retweet_count': 6, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @Medic4allHuman: A lire mes amis ! 
POURQUOI LE COVID-19 RESSEMBLE À UN EMPOISONNEMENT PAR RAYONNEMENT par @Parsifaler https://t.co/vAra…",1465579986077683717
1017851670,2021-11-30T07:14:32.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @lastampasalute: Covid , i ragazzi non stanno bene: picco di ricoveri per disturbi psichiatrici. L'esperta: ""Insegniamo loro l'autonomia…",1465579985964523520
223896376,2021-11-30T07:14:32.000Z,"{'retweet_count': 357, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @RebelNewsOnline: WATCH: Neil Oliver (@thecoastguy) on fear blinding people to government manipulation as new COVID variants emerge

 ht…",1465579985792557059
806190132,2021-11-30T07:14:32.000Z,"{'retweet_count': 169, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @kdramacasting: #JungWooSung reportedly tested positive for COVID-19 last night, he attended Blue Dragon Film Awards last week as presen…",1465579985532452867
905078563870736385,2021-11-30T07:14:32.000Z,"{'retweet_count': 17, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @NumeriqueTG: ⚠️ Cher(e)s utilisateurs, si vous êtes déjà en possession du Pass COVID togolais et que vous souhaitez l'utiliser dans l'U…",1465579984811089924
1086221350086369280,2021-11-30T07:14:32.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@MaxDelvallee @veroniquegenest Voici 2 réalités non évoquées par le GVT qui a fait le choix simpliste de la ""vaccinite"" systématique tous les 5 mois contre le covid19.
QUESTION subsidiaire : pourquoi des vaccinés ne peuvent-ils pas réagir de la même façon ???

https://t.co/Wl0DCIDKwr

https://t.co/edJJCQMqhY",1465579984714715142
383006915,2021-11-30T07:14:32.000Z,"{'retweet_count': 8, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RT @mcpli: NYC reinstates a mask advisory recommending masks in indoor public spaces regardless of vaccination status. https://t.co/mcmYdd4…,1465579984492236802
110462806,2021-11-30T07:14:32.000Z,"{'retweet_count': 1102, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RT @Virago_Spirit: ITALY: Demonstrators gather with the photos of their relatives killed by Covid vaccine. https://t.co/EuBnVS7sGn,1465579984395718656
262083399,2021-11-30T07:14:31.000Z,"{'retweet_count': 356, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RT @SimonPGrindrod: So Europe casually screws Southern Africa nations with travel bans over a Covid variant they already had - but it took…,1465579983989006337
66968296,2021-11-30T07:14:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",İllere göre #COVID19 vaka sayıları açıklandı https://t.co/fKaRZnGdAX https://t.co/2nyXpJJYqw,1465579982856630274
1299318885821419522,2021-11-30T07:14:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @laautonomica: 🔊 ""Queremos aplicar el pasaporte COVID en todas nuestras instalaciones""

Pedro Alfonso, secretario general de la @ceoeten…",1465579982516801538
1022279918,2021-11-30T07:14:31.000Z,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @Telegraph: ""New variants were always likely, but the goal must be to learn to live with Covid no matter what fresh threat the virus off…",1465579981849956355
1432452931002019849,2021-11-30T07:14:31.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @Vitt79209263: 🤔 Ma siete proprio sicuri che i vaccini servono a combattere il #Covid?

E SE SERVISSERO AD ALTRO???
#Transumanesimo 
htt…",1465579981774409730
2745248363,2021-11-30T07:14:31.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@SpiderManMovie Would’ve been nice if it was on @hbomax . I don’t like going to the theaters 🎭 no more because of the COVID,1465579981254369280
993736432526221312,2021-11-30T07:14:31.000Z,"{'retweet_count': 277, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @Miriam_Junne: Según la oposición te contagias de Covid en un evento de AMLO pero no en la F1.
 Fuente: Los epidemiólogos graduados de l…",1465579981078249473
3598470976,2021-11-30T07:14:31.000Z,"{'retweet_count': 5, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @myhlee: Japan was investigating a positive covid case in someone who arrived from Namibia on Sunday, and now they've confirmed that it…",1465579980516212739
95651804,2021-11-30T07:14:31.000Z,"{'retweet_count': 37, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @DRobertaLacerda: “MEUS ACHADOS MAIS IMPORTANTES ATÉ DATA
 MAIS FOCO &gt; POR QUE COVID-19 PARECE ENVENENAMENTO POR RADIAÇÃO. C-19: NÃO APE…",1465579980222566402
264195664,2021-11-30T07:14:31.000Z,"{'retweet_count': 13, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @SimonPB: Peeps, Moderna saying that COVID-19 vaccines are unlikely to be as effective against the Omicron variant as they have been aga…",1465579980155506691
1118933623,2021-11-30T07:14:31.000Z,"{'retweet_count': 580, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @QETalks: Has science been hijacked? Former actuary, businessman &amp; thought-leader @NickHudsonCT voices astonishment at the state of scie…",1465579979895361539
37950212,2021-11-30T07:14:30.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 1, 'quote_count': 0}","🇹🇭 #สรุป สถานการณ์ COVID-19 ของไทยวันนี้ (30 พ.ย. 64) เวลา 13.30 น. 

• ผู้ป่วยรายใหม่ 4,306 คน
• ผู้ป่วยยืนยันสะสม 2,115,872 คน
• รักษาอยู่ 75,673 คน
• เสียชีวิตสะสม 20,771 คน (+37)

📌 ติดตามข้อมูลข่าวสาร รู้สู้ภัย COVID-19 กับ #ThaiPBS : https://t.co/Dqwp0dlQ7W https://t.co/IFZnByHiyl",1465579979748478976
1244227827723046915,2021-11-30T07:14:30.000Z,"{'retweet_count': 781, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RT @CleoPattres: Je rappelle que j'ai perdu mon boulot au SAMU parce que je ne me suis pas vaccinée contre une maladie dont la mortalité es…,1465579979677347845
18386309,2021-11-30T07:14:30.000Z,"{'retweet_count': 6, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @NBCLA: While not new, the idea of a four-day workweek has slowly been gaining ground since the COVID-19 pandemic struck. https://t.co/X…",1465579978506919937
612385936,2021-11-30T07:14:30.000Z,"{'retweet_count': 22, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RT @lemondefr: La pandémie de Covid-19 a réduit le nombre de dépistages et de nouveaux diagnostics de séropositivité du VIH en France en 20…,1465579978125422593
1157326977994334208,2021-11-30T07:14:30.000Z,"{'retweet_count': 271, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @SikhForTruth: Sweden: Get your vaccine passports in a chip in your hand or elsewhere under the skin. 

It is increasingly popular to in…",1465579977483554819
1100733802735960064,2021-11-30T07:14:30.000Z,"{'retweet_count': 258, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @Marcin_K5: Właśnie oglądam @placzekgrzegorz, że nasza bogata Ojczyzna właśnie przekazała 4.000.000 dawek szczepionki na covid, po 35 eu…",1465579977190035459
42175659,2021-11-30T07:14:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@DiveJester @JonathanPieNews Sorry, but seatbelts have extensive studies and tests proving, without a doubt, that they save lives.  Can you point me to a single study where the 'general' use of masks by the 'public' halts the spread of Covid?",1465579975856304128
197192557,2021-11-30T07:14:30.000Z,"{'retweet_count': 2, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RT @jose_guizado43: @ajungbluth @LassoGuillermo https://t.co/PxRYKZyBYQ,1465579975852105731
1370240402444324869,2021-11-30T07:14:30.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",@WAtoday Stop panicking people… no Covid here and the techies will sort it!  Talk about an over zealous headline!,1465579975671619591
2149709558,2021-11-30T07:14:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","@RonnyJacksonTX HEY “QUACK” DOCTOR RONNY JACKSON, YOUR FALSEHOODS AND MISINFORMATION IS CAUSING PEOPLE TO DIE OF COVID and the DELTA VARIANT—YOU SHOULD BE LOCKED UP YOU CRIMINAL!!!!!",1465579975503794177
25077472,2021-11-30T07:14:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Face masks now compulsory in shops and on public transport in England amid spread of Covid Omicron variant https://t.co/fF6wzYZrqg,1465579974673448967
1316956757617356800,2021-11-30T07:14:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Does anyone have information on the safety or otherwise nasal swabs. Just came across the Health Desk which seems to be part of the Google News Initiative. Not very trustworthy https://t.co/cGemBEyTy9,1465579974333648896
1055098174464053249,2021-11-30T07:14:29.000Z,"{'retweet_count': 532, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @MaxBlumenthal: Hysterical liberals are seizing on ""Omicron"" panic to push their fantasies of criminalizing millions of Americans and de…",1465579974153232390
1485324258,2021-11-30T07:14:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","Covid, scatta la stretta sulla scuola: con un solo positivo tutta la classe in Dad https://t.co/EWgVE3VIgl via @LaStampa Il mondo della scienza è in difficoltà e di riflesso anche il Governo manovra a vista. Forse troppa fretta nell’aver alleggerito le precauzioni.",1465579974090530818
1228998719242166273,2021-11-30T07:14:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Why are you imposing more restrictions @BorisJohnson when scientists in South Africa say the new variant makes people slightly ill and German scientists say it could lead to the end of Covid #nonsense,1465579973620740107
134112073,2021-11-30T07:14:29.000Z,"{'retweet_count': 611, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @ComradeVero: How to end the pandemic:

1. Accept that you will get covid.
2. Check to see if you already had covid.
3. Demand that earl…",1465579972995784704
707400138,2021-11-30T07:14:29.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RT @dumbreck_fan: COVID-19で外出禁止だのなんだの言い出したころ、そうは言ってもSARS程度で、半年くらいで騒ぎも収まるんじゃない？と思ってたし、その後もスペイン風邪が3年くらいいろいろあったみたいだけどあれから1世紀も経ってんだから科学も進歩してるんだ…,1465579972286828545
758124958610444288,2021-11-30T07:14:29.000Z,"{'retweet_count': 1878, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @RubyWaves_: If Donald Trump had just said, “Wear a mask, because that’s what the top scientists in the world are recommending,” at the…",1465579972030910464
14268323,2021-11-30T07:14:29.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","I had covid and I'm 62, with emphysema, breast cancer 4 years ago. 40% lung capacity. Slightly overweight..not obese. I survived with a prescription  of hqc , 500 MG antibiotics, vitamins, mucinex and lots of water. Antibodies infusion. 
 Most of all Prayer saved me.
Bad flu.",1465579971947212804
216413749,2021-11-30T07:14:29.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @BBCNewsNI: A series of Covid-19 vaccination hubs are opening this week to help meet demand for booster doses, Health Minister Robin Swa…",1465579971687104513
1686122564,2021-11-30T07:14:28.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",Didn’t you know mate in bizarro world on the Eastern seaboard we’re the one’s doing the wrong thing programming carnival races so as not to clash with others &amp; by doing everything possible to keep our society safe &amp; free from community Covid spread🤮🤮🤮 https://t.co/cPeYQ7q8yo https://t.co/JvxgKJbm0a,1465579968319025155
1425508764489289734,2021-11-30T07:14:28.000Z,"{'retweet_count': 468, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @DrRosena: The Government doesn’t care about our nation’s mental health. A decade of decline has seen beds cut and waits grow.

Labour w…",1465579968159752194
900714383642431488,2021-11-30T07:14:28.000Z,"{'retweet_count': 165, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RT @7nn_Tv: ¿Es tan letal la nueva variante sudafricana como nos dicen la OMS y la UE o estamos ante una nueva campaña de terror para justi…,1465579967241150464
443931038,2021-11-30T07:14:27.000Z,"{'retweet_count': 426, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RT @GuillaumeRozier: Plus de 80 ans : le taux d’admissions à l’hôpital est 6 fois plus faible chez les personnes ayant reçu une dose de rap…,1465579967031525376
4704367111,2021-11-30T07:14:27.000Z,"{'retweet_count': 1923, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RT @BillFOXLA: NEW: The L.A. County Sheriff has notified L.A. County that LASD will not work w/ a genetics firm the County hired for mandat…,1465579966805028872
883984732735782912,2021-11-30T07:14:27.000Z,"{'retweet_count': 1, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RT @kurgatkogeyben: Anyone advocating for Covid vaccines or booster has to be utterly stupid cz it obviously doesn't make sense other than…,1465579966364631045
157383853,2021-11-30T07:14:27.000Z,"{'retweet_count': 23, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","RT @nickmmark: Red states are paying unemployment benefits to people who quit or are laid off after refusing vaccination.

The GOP had prev…",1465579966343659522
1259461748,2021-11-30T07:14:27.000Z,"{'retweet_count': 0, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}","This is so sad! French beauty queen for Miss Universe 2021 was devastated after she tested positive for COVID-19.
#MissUniverse #COVID19
https://t.co/NPaYWhAtSz",1465579966326665221
22022381,2021-11-30T07:14:27.000Z,"{'retweet_count': 24, 'reply_count': 0, 'like_count': 0, 'quote_count': 0}",RT @tedlieu: Dear @laralogan: It is anti-Semitic to trivialize the Holocaust by making stupid ass comparisons. A doctor who makes recommend…,1465579966188326918
